"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"I Can See For Miles",661,"2nlSeJ6CgvWeVOkrLmadf6",0.346,0.797,4,0.7511,1,0.0888,0.0399,0,0.0728,0.196,0.6022,0.1354,4,0.0992,15,1,0
"Huntington Ashram Monastery",337,"1Z719dskXGwEv8vtY1VzrN",0.549,0.391,9,0.5819,0,0.05,0.738,1e-04,0.142,0.672,0.5371,0.1867,4,0.0612,15,0,0
"Concierto de Aranjuez for Guitar and Orchestra: II. Adagio",1386,"2pF79LjwAIsUKNTV9Iq1AU",0.306,0.0525,11,0.4545,0,0.0442,0.94,0.924,0.0823,0.0574,0.5117,0.3705,3,0.0916,35,0,0
"Monster Mash",400,"6GmL39a9OazWtyMkAbJz7v",0.66,0.542,11,0.6282,0,0.237,0.113,0,0.346,0.592,0.6468,0.0998,4,0.2661,9,0,0
"Il est tout pour moi",76,"3GGnrPooitgHfLzzaiJW9F",0.586,0.507,2,0.6997,0,0.0343,0.777,0,0.18,0.96,0.3358,0.0535,4,0.1568,8,0,0
"The Return of the Prodigal Son",278,"2dO0HZAPtc6crcAlsa8gvH",0.549,0.479,7,0.6176,0,0.0434,0.337,0.042,0.144,0.92,0.6958,0.1936,4,0.1003,20,0,0
"Les sucettes",2,"0cOgGkcJcsB5VddILCvhvP",0.634,0.589,0,0.6562,1,0.0454,0.0169,0.003,0.396,0.694,0.515,0.0769,4,0.1086,8,0,0
"Love's Been Good To Me",178,"20dyFIpzzc649Aku3PfXwO",0.426,0.166,0,0.5477,1,0.0317,0.768,1e-04,0.181,0.307,0.4994,0.1076,3,0.102,10,1,0
"Je t'aime",76,"2BpkUDeQhQTeEUJA9hBKxM",0.552,0.56,2,0.7436,1,0.0339,0.673,1e-04,0.0312,0.642,0.5583,0.0555,4,0.093,9,0,0
"Clarice - Remastered 2006",9,"3bxBoOY0ykwzqtJS1fy0bs",0.383,0.322,1,0.6354,0,0.0356,0.0162,6e-04,0.164,0.287,0.4876,0.1862,4,0.1341,13,0,0
"Worst That Could Happen",906,"78OJTuCxtTxNP52dDprvDZ",0.275,0.333,0,0.6219,1,0.0291,0.58,0,0.111,0.293,0.3623,0.0971,4,0.1111,10,1,0
"Malaguena - Remastered 2004",548,"079vYpcip9XNUrYzjL95XR",0.287,0.712,11,0.735,1,0.0522,0.082,0,0.539,0.433,0.3049,0.3181,4,0.1163,24,0,0
"Look Of Love",223,"3Syh6q1I97iVDXoAa1e6J7",0.361,0.72,10,0.7128,1,0.0679,0.65,0,0.782,0.592,0.3056,0.0547,4,0.1943,7,1,0
"Hey Girl Don't Bother Me",355,"6ElbEXlLbjWiRgzS1HpM2J",0.79,0.264,10,0.5636,1,0.0407,0.632,0,0.0619,0.865,0.5228,0.0747,4,0.13,8,1,0
"A Beautiful Morning",191,"3QwbKe0s8TcNclzXAXHeHy",0.503,0.484,5,0.6428,0,0.0311,0.399,0,0.345,0.8,0.5621,0.0751,4,0.0898,8,1,0
"Hi-Lili, Hi-Lo",744,"5jPBmIFbjnERaWeickvTkS",0.274,0.124,0,0.5053,1,0.0329,0.864,1e-04,0.113,0.218,0.3877,0.081,3,0.1033,11,1,0
"You're The Only World I Know",442,"6igmavWKq6wMUz6ZNBJdO0",0.432,0.291,9,0.6189,1,0.0329,0.857,0,0.143,0.491,0.5577,0.0637,4,0.1087,8,1,0
"Glad All Over",228,"2w8oMeJjXn1KTnU2fr9eFB",0.462,0.803,2,0.7392,1,0.0585,0.152,0,0.0788,0.896,0.6338,0.0823,4,0.0747,10,1,0
"Wenn ich ein Vöglein wär'",22,"1hWKGDqV682l8S59YALayX",0.374,0.00615,8,0.3111,1,0.0394,0.966,0,0.259,0.343,0.4055,0.0363,1,0.1181,5,0,0
"Xote Da Pipira",115,"0nfZFbcKuLxhVkT2joAeJm",0.697,0.605,3,0.7606,1,0.0313,0.495,0,0.186,0.871,0.6562,0.0795,4,0.1503,8,0,0
"Meditation",7,"2dSIFKLj9PXMsY2BuT1KZX",0.606,0.255,10,0.5259,1,0.0301,0.523,0.727,0.0568,0.457,0.611,0.1021,4,0.1838,13,0,0
"Get Ready",665,"676Rf0qIOh2gKNEl9TnCOx",0.59,0.737,7,0.7929,1,0.0384,0.404,0,0.108,0.877,0.6116,0.0828,4,0.1262,9,1,0
"Suspicion",923,"17YtDVU9bUluyihdOKWfxu",0.595,0.57,2,0.6758,1,0.0356,0.678,0.291,0.13,0.884,0.6337,0.077,4,0.1014,10,1,0
"Due Contro Cinque",6,"3ynqRejSij0vwlyKJ26nMr",0.334,0.145,2,0.484,0,0.0665,0.929,0.65,0.108,0.0621,0.3903,0.1216,4,0.0909,11,0,0
"Holly Holy",148,"4GiuUAHJfo26cx0X0JUf2R",0.283,0.31,9,0.6115,1,0.0279,0.663,5e-04,0.122,0.402,0.4751,0.1551,4,0.18,11,1,0
"Il n'y a pas d'amour heureux - Remasterisé en 2016",76,"5MeRp8hOuqB490UWMJ7ber",0.384,0.262,7,0.6745,0,0.0393,0.875,2e-04,0.125,0.476,0.6201,0.071,4,0.1394,9,0,0
"Baby, I'm For Real",1393,"7vI2UMCyF56ZNDbVZmKiJ2",0.341,0.263,5,0.6605,1,0.0288,0.634,0,0.121,0.377,0.6908,0.1063,3,0.147,10,1,0
"Ain't Too Proud To Beg",665,"4CoGNqLap7UGU5Q3VdKug0",0.763,0.656,0,0.7715,1,0.0417,0.549,0,0.125,0.926,0.5446,0.0778,4,0.125,9,1,0
"Butterfly",23,"0BWIgLFjFVUaR51dm1uCdV",0.264,0.189,8,0.509,0,0.0356,0.972,0.0654,0.136,0.158,0.3953,0.0423,4,0.1231,5,0,0
"Twistin' The Night Away",588,"7FS541dJh3iQAEXEZoDhE6",0.458,0.801,9,0.7506,1,0.0565,0.691,0,0.328,0.93,0.7385,0.0801,4,0.1517,8,1,0
"Limbo Rock",140,"6FXjVsmKPW93LXRFYhfmmw",0.745,0.894,8,0.8156,1,0.0376,0.154,6e-04,0.0753,0.971,0.4025,0.0731,4,0.1355,7,1,0
"Love Potion No. 9",1394,"5ytPMYb6dkoli8sNSEsdmZ",0.738,0.451,7,0.6403,1,0.146,0.572,0,0.175,0.793,0.5927,0.0511,4,0.093,7,1,0
"Trust In Me",643,"5Zu9mG353GB3p26t7M5AmR",0,0.377,10,0.7733,0,0,0.776,0,0.39,0,0,0.0917,0,0.0991,7,1,0
"Alegria, Alegria - Remastered 2006",9,"0aoQV1TuaTrcpJaMfJ3wgj",0.198,0.432,6,0.7023,1,0.0333,0.667,0,0.683,0.736,0.931,0.0853,4,0.0972,10,0,0
"Misirlou",1021,"74AEgwgCpbYRN7H9FMBUEB",0.447,0.322,7,0.5566,0,0.0432,0.402,0.302,0.0814,0.704,0.7908,0.0845,4,0.142,9,0,0
"You Get Down by the Pool Hall Clickety Clack - Sister Song",1184,"5kLBSIKJlPYEAzB9MSVgSj",0.576,0.229,4,0.541,1,0.0336,0.849,0,0.0655,0.597,0.3599,0.1144,4,0.1323,9,0,0
"You're Probably Wondering Why I'm Here",28,"6K7nz8CasqgyDGnkZOZuw8",0.585,0.392,2,0.6255,1,0.0306,0.134,0,0.131,0.853,0.6397,0.1164,4,0.1076,14,0,0
"Strangers In The Night",178,"74VR3AkGPhbYXnxcOYa16x",0.259,0.473,5,0.741,1,0.0295,0.592,0,0.201,0.539,0.4156,0.0789,4,0.0994,7,1,0
"I Guess I'll Always Love You",717,"0hEpwU2pp7X1IYc4aIHATE",0.513,0.518,9,0.7211,0,0.0315,0.529,0,0.781,0.696,0.6385,0.0852,4,0.3078,7,1,0
"The Boxer",482,"76TZCvJ8GitQ2FA1q5dKu0",0.439,0.488,11,0.6076,1,0.0615,0.702,3e-04,0.16,0.629,0.4279,0.1727,4,0.1042,13,1,0
"Just A Little",147,"5UCl7gld8lm5qzrJqHcKkK",0.677,0.425,1,0.7998,1,0.0463,0.544,0,0.24,0.876,0.5904,0.0716,4,0.1047,11,1,0
"Slip Away",711,"7r3Hwig1mvtlVq0ZbJ09Wb",0.784,0.433,1,0.7232,1,0.0376,0.299,2e-04,0.0248,0.917,0.522,0.076,4,0.1132,8,1,0
"Only Friends - Remastered",76,"0h864CFoHEhcKvdbpfRpGz",0.798,0.193,2,0.601,1,0.0638,0.854,0,0.257,0.754,0.5455,0.067,4,0.1218,9,0,0
"Scarborough Fair",574,"6tx4luUmjZXUW1HuLmNb4U",0.683,0.378,0,0.5433,0,0.0266,0.155,0.0162,0.0701,0.846,0.5079,0.1063,4,0.1278,12,1,0
"Nuestro Balance",38,"4g8gADD4hDZlJda4hJVqDc",0.404,0.245,9,0.6176,0,0.0294,0.834,0,0.22,0.731,0.4106,0.0929,3,0.1012,7,0,0
"DOVE IN HAWK'S CLOTHING",185,"4shgppecj0hmRHBg2zdq9p",0.457,0.79,2,0.8072,1,0.0368,0.259,0.0027,0.126,0.84,0.5676,0.1263,4,0.0903,9,0,0
"The Ballad Of John And Yoko",27,"1F7s27lLKshLPt9TPCgMDL",0.651,0.892,4,0.7781,1,0.0313,0.00465,0,0.127,0.962,0.6224,0.0923,4,0.0677,11,1,0
"La Entrega",120,"6d0wPn4Wwvy0a4tClmA6El",0.205,0.365,2,0.6349,1,0.0379,0.632,0,0.152,0.589,0.8192,0.0863,4,0.1632,8,0,0
"Michael Row the Boat Ashore",102,"76eHoE01i1tMdXkcOeM238",0.431,0.527,5,0.6999,1,0.0601,0.896,0,0.187,0.832,0.9048,0.1274,4,0.0984,10,0,0
"Magic Carpet Ride",931,"4c4jJJoaiY21t2TyRZgdWS",0.64,0.651,4,0.5965,0,0.0517,0.142,0.28,0.0341,0.801,0.5137,0.1497,4,0.2713,9,1,0
"You Should Have Seen The Way He Looked At Me",894,"09gknDR3a0YmcLsuGUswQr",0.641,0.465,10,0.7288,1,0.0598,0.618,0,0.093,0.913,0.5463,0.0737,4,0.1393,8,1,0
"The Snow Maiden: Dance of the Tumblers",1397,"5Ix8ZpdbM4UBM3nY0kF17Q",0.426,0.274,0,0.5491,1,0.0381,0.735,0.135,0.0844,0.418,0.3674,0.1085,4,0.1374,11,0,0
"Baby",277,"29UHuao7AZ79dWgHNYGh5s",0.352,0.619,7,0.7788,1,0.0679,0.386,0.285,0.254,0.31,0.3897,0.094,4,0.0789,10,0,0
"Money (That's What I Want)",331,"6xlIcTHU05woxkIU3Nik22",0.718,0.43,5,0.6,0,0.0353,0.874,0.181,0.213,0.833,0.5778,0.0892,4,0.3147,6,0,0
"Because",228,"4IQ0Qa0xJ5ZgbzZ2jyrxC0",0.712,0.508,7,0.7133,1,0.0343,0.441,0,0.286,0.796,0.5658,0.0693,4,0.0629,7,1,0
"Stay Awhile",708,"39kie4P9r2qYp5AgE41gRw",0.41,0.775,2,0.8071,1,0.0485,0.497,0,0.199,0.715,0.6045,0.0545,4,0.1433,6,1,0
"Cérebro Eletrônico",78,"4paMKUS5BlGIaRyBZWIxWX",0.416,0.767,0,0.711,1,0.109,0.206,0,0.319,0.904,0.5623,0.114,4,0.1653,11,0,0
"Ensaio Geral",78,"4Y636JNfJWzrpJ6h6M6LRs",0.496,0.346,0,0.5784,1,0.116,0.624,0,0.233,0.695,0.434,0.0777,4,0.1269,7,0,0
"Sonata in F Minor, K. 466 (L. 118)",1025,"0VRstduQgpUhhlvicRyS29",0.303,0.0706,5,0.4015,0,0.0467,0.995,0.861,0.0717,0.324,0.8008,0.1635,4,0.2011,17,0,0
"The Big Hurt",23,"0W9gy0PgEqBrK2EpNkRaBX",0.221,0.4,5,0.5795,1,0.0379,0.8,0,0.133,0.392,0.5236,0.0706,4,0.1203,7,0,0
"Jacinto el Tullido",33,"5JFYdBDKuq0M3yd6vJ6Nak",0.67,0.319,5,0.6732,1,0.0571,0.528,0,0.289,0.867,0.5322,0.1084,4,0.2091,10,0,0
"California Nights",223,"361voLkTmDFBk0Wb6JPg9q",0.322,0.341,7,0.6868,1,0.0304,0.369,0,0.358,0.226,0.5772,0.0827,4,0.1539,8,1,0
"Se O Seu Amor Fosse P'ra Mim (For Lovin' Me)",290,"18mA9rb0qmaJcCsiLmLJdT",0.664,0.595,6,0.7176,1,0.0282,0.832,0,0.109,0.973,0.4971,0.0558,4,0.145,7,0,0
"Green, Green",591,"62FgmkaAc47fWDWW24NGWK",0.628,0.783,5,0.697,1,0.0385,0.471,0,0.0922,0.897,0.6462,0.0599,4,0.0815,7,1,0
"You Can Have Her",1399,"2MAoJ97inXy07VArmGOfKe",0.489,0.706,3,0.647,1,0.057,0.473,0,0.621,0.638,0.4673,0.0839,4,0.1658,9,1,0
"Don't Let Me Be Misunderstood",299,"7vYA9ET5AUqJt5pBbhKmcB",0.513,0.775,11,0.8086,0,0.0284,0.0929,0,0.404,0.518,0.5161,0.0736,4,0.1316,7,1,0
"I'll Be In Trouble",665,"14IJuqI2uoee77JuS7Rg75",0.553,0.662,7,0.7226,0,0.0584,0.518,0,0.0508,0.791,0.5946,0.0926,4,0.0825,9,1,0
"Hushabye",427,"0lfIVV1uZD5m0c0I2iQymH",0.478,0.493,0,0.6217,1,0.0316,0.597,0.0014,0.261,0.607,0.4745,0.1058,4,0.232,11,1,0
"A Minha Menina",277,"0lGEWOZvMexZFXckBJxlVO",0.463,0.926,7,0.8503,1,0.122,0.0555,0,0.478,0.437,0.4195,0.158,4,0.0966,13,0,0
"Dream On Little Dreamer",495,"1VBUqDHceD4eGxgakLlGSr",0.616,0.167,4,0.5339,1,0.0503,0.888,0.0012,0.11,0.451,0.4954,0.0678,4,0.2037,6,1,0
"Lullaby (Thula Sthandwa Same)",102,"3iokdfIFSE9K2MRXQs4ItT",0.305,0.0437,5,0.3526,1,0.0334,0.956,0.414,0.113,0.179,0.4435,0.0846,4,0.1628,8,0,0
"Siffler sur la colline",623,"3gvUS6JaXzbXNihHQlRWBW",0.664,0.563,2,0.7896,0,0.0376,0.0527,0,0.113,0.622,0.4924,0.0787,4,0.1972,8,0,0
"Ca a raté",76,"2tgx1lSYCtgWVyLTMsUaIG",0.626,0.268,11,0.6661,1,0.0407,0.861,0,0.1,0.909,0.6076,0.0552,4,0.1058,7,0,0
"Ca prend, ça n'prend pas",378,"5dV9iHZfmd53rAvAHbyfvS",0.558,0.663,7,0.7379,1,0.0366,0.186,1e-04,0.0573,0.788,0.5244,0.1078,1,0.1108,10,0,0
"Nothing Takes The Place Of You",1260,"1uiMXPkNhcpXSx7RlGFbQB",0.318,0.234,8,0.6547,1,0.0346,0.888,3e-04,0.139,0.167,0.4364,0.108,4,0.2891,10,1,0
"I Forgot More Than You'll Ever Know",442,"3QMloujG5pu38kQxiQxVxE",0.511,0.194,7,0.6721,1,0.0315,0.894,0,0.228,0.268,0.3781,0.0679,3,0.1545,8,1,0
"Pushin' Too Hard",975,"4yQRczx7diWEf7Yvps3kmC",0.535,0.654,9,0.6514,1,0.042,0.267,0,0.318,0.827,0.6606,0.0795,4,0.079,9,1,0
"El Arado",53,"5IEGFrud8uIXJsDVmEv7EX",0.578,0.104,4,0.6536,0,0.0602,0.972,2e-04,0.0969,0.318,0.5204,0.1144,3,0.1253,14,0,0
"Soothe Me",395,"3pL0x4IUqemNfzJPn5Hvbi",0.746,0.334,6,0.6302,1,0.13,0.395,0.0079,0.258,0.68,0.58,0.0754,4,0.1282,9,1,0
"La fille du régiment / Act 1: Je suis soldat",172,"1kjR0hY3SdGTXYAEIzLIoH",0.227,0.161,1,0.546,1,0.0756,0.98,0.0093,0.288,0.0441,0.3561,0.3689,4,0.1075,28,0,0
"Last Date",973,"7rbvjRc6ZTVA3GUXDx3Xtr",0.615,0.306,0,0.6602,1,0.0289,0.858,0.958,0.15,0.613,0.4776,0.072,3,0.1628,7,1,0
"Mé qué mé qué",623,"4ZcueORS9zarV9dPgeaE8v",0.791,0.547,5,0.7532,1,0.0471,0.107,0,0.137,0.97,0.6141,0.0782,4,0.1489,10,0,0
"Cuando Escuches Este Vals",136,"2t0jBV9s956UAmm2fZusbH",0.356,0.349,0,0.7639,1,0.03,0.727,0,0.166,0.295,0.6355,0.1022,4,0.1249,10,0,0
"Caballo Golondrino",136,"2F7rfwBWTVaLMZD7EhLFYC",0.38,0.185,7,0.5922,1,0.0482,0.961,0,0.2,0.784,0.8385,0.0994,3,0.1133,11,0,0
"Amore mio aiutami - Version 3",117,"1PVsbdWbjKYYfdX0AGbC1Q",0.0609,0.127,10,0.5248,1,0.0367,0.966,0.946,0.0996,0.0384,0.3102,0.1385,4,0.0836,13,0,0
"Sea Of Heartbreak",670,"0xERMvJD8djz1ZBjPSRLvM",0.59,0.586,7,0.722,1,0.0344,0.422,0,0.337,0.729,0.4194,0.0771,4,0.1249,10,1,0
"I Will Follow Him",1404,"3GQETOg4ZXyQ1jEFqfMoac",0.638,0.44,0,0.6846,1,0.0348,0.722,0,0.515,0.904,0.5773,0.0728,4,0.0847,10,1,0
"If I Fell",27,"1hgvykolO4kBIEozATmpyj",0.665,0.31,2,0.7269,1,0.0278,0.68,0,0.0877,0.568,0.4978,0.0674,4,0.2397,6,1,0
"Winter World Of Love",175,"43bGwVwcsIikAz0PcBi8o8",0.449,0.353,3,0.643,1,0.0292,0.828,0,0.228,0.298,0.4279,0.1037,3,0.1547,11,1,0
"Goldfinger",1405,"7r0EUONfPUZ8SD1vu4ro27",0.401,0.446,4,0.7114,1,0.0416,0.265,0,0.298,0.425,0.478,0.0857,4,0.0809,9,1,0
"Velvet Cave",256,"1PFOqZRb36rowETx4faTeu",0.54,0.91,4,0.7416,1,0.0535,0.128,0.302,0.607,0.763,0.5739,0.1091,4,0.208,7,0,0
"It'll Never Be Over For Me",650,"2Co8otif6KH0pIMwzNrIdf",0.663,0.363,4,0.6592,1,0.0385,0.27,0,0.257,0.856,0.4911,0.0977,4,0.1111,10,1,0
"Are You Hung Up?",28,"7usCbRMylWc7VJMU3gGJrq",0.516,0.417,9,0.5441,1,0.88,0.518,0.0022,0.186,0.233,0.3797,0.0337,4,0.0976,4,0,0
"Suite for Cello Solo No.1 in G, BWV 1007: 1. Prélude",432,"23v6vYuY6oS1I1ilef4xe6",0.199,0.177,7,0.4769,1,0.0566,0.968,0.819,0.19,0.345,0.3802,0.0715,4,0.1893,8,0,0
"Así",488,"02l857T9AcfQ2JClmMe8CD",0.227,0.389,7,0.6996,1,0.0306,0.887,0,0.104,0.422,0.4262,0.0566,4,0.137,5,0,0
"A Summer Song",336,"5xM7bDmr2KUynKX6OfZufi",0.587,0.414,9,0.6461,1,0.0296,0.729,1e-04,0.106,0.497,0.5705,0.0805,4,0.1429,8,1,0
"Snoopy Vs. The Red Baron",505,"6qF3qHvzEmh7bkdBatxQuS",0.612,0.837,6,0.7361,1,0.0609,0.436,0,0.337,0.749,0.5832,0.0806,4,0.326,7,1,0
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio - Remastered",381,"3t81JVRsoQiVfl7VbDvmab",0.322,0.386,0,0.6012,0,0.0462,0.974,0.915,0.0714,0.126,0.4333,0.206,4,0.0931,13,0,0
"Pisa No Pilão",13,"0TzjFpC5fFsrl9GiKkRICx",0.634,0.687,4,0.7343,0,0.057,0.721,0,0.242,0.762,0.4836,0.0765,4,0.0952,9,0,0
"Por Ti Aprendi A Querer",136,"6QfRaRDuL1X21QvVHbeTvo",0.294,0.333,5,0.7295,1,0.0309,0.857,0,0.189,0.165,0.3843,0.1121,3,0.1739,11,0,0
"Tu Que Mingabelá",13,"05YslSxtSfk7QNM71VHJ7P",0.739,0.876,7,0.7734,1,0.0374,0.363,1e-04,0.0613,0.978,0.3813,0.0581,4,0.1892,6,0,0
"I Second That Emotion",794,"6Hd8mrDwBQ8rLo70FwFG5C",0.711,0.663,2,0.7197,1,0.0308,0.26,0,0.0291,0.896,0.4453,0.081,4,0.0804,8,1,0
"Canción de un Preso",477,"4fCyOG5lPCbUCjECwOsI2x",0.448,0.334,9,0.7347,1,0.0358,0.829,0,0.125,0.333,0.5611,0.1044,3,0.1607,10,0,0
"Shake",221,"6RkyopJ2y0DnoIrq57zrap",0.583,0.471,7,0.71,0,0.0692,0.2,0.0037,0.0871,0.796,0.7515,0.0811,4,0.1084,10,1,0
"Olvida Corazón",43,"6gqyw009AwG6pw60sLoo2g",0.669,0.266,7,0.7669,0,0.0407,0.591,0,0.155,0.63,0.4632,0.0741,4,0.1234,8,0,0
"Don't Think Twice, It's All Right",764,"7IsXXgpowAB48crGjV1oGb",0.437,0.104,3,0.4337,1,0.0307,0.893,0.0012,0.11,0.544,0.4679,0.1029,4,0.1133,8,0,0
"Menina Bonita Não Chora",125,"5MmxyCSL7xzxyRZBIVWtju",0.486,0.347,11,0.6973,0,0.0475,0.664,0,0.187,0.596,0.3665,0.0588,4,0.2039,5,0,0
"La resa dei conti (Seconda caccia)",6,"0Oxt7RuLxFrXEajLTLdZdm",0.281,0.898,4,0.8004,0,0.0471,0.567,0.818,0.275,0.414,0.4945,0.0691,4,0.2093,6,0,0
"Caminito",341,"2i9jUBJS6RWr1UhyR9mxft",0.512,0.331,10,0.7069,1,0.0329,0.881,0,0.448,0.473,0.5049,0.079,4,0.0881,9,0,0
"Hooked On A Feeling",933,"75HYhujFXgY5ugYwT1azLC",0.347,0.476,9,0.7012,1,0.0312,0.401,0,0.124,0.54,0.5964,0.0843,4,0.147,9,1,0
"Superbacana - Remastered 2006",9,"387VJYkxRuubOM2X86abUq",0.555,0.659,9,0.8027,1,0.0461,0.129,0,0.0854,0.927,0.6388,0.0349,4,0.1015,5,0,0
"I Threw It All Away",322,"2HXnjMxrO4QccqE3Grwmd0",0.476,0.194,0,0.4816,1,0.0335,0.603,0.0135,0.23,0.371,0.6713,0.0697,4,0.0922,6,1,0
"No One Is There",353,"3qZcuB520pgHqKCEtkL0y5",0.195,0.126,2,0.5362,0,0.0345,0.911,0,0.127,0.14,0.3726,0.1158,4,0.2852,10,0,0
"September In The Rain",493,"2csA2nDUNR5TfQEn1I7nt4",0.401,0.213,1,0.6365,1,0.0545,0.346,0,0.0596,0.678,0.5088,0.0611,4,0.0998,8,1,0
"Mystic and Severe",6,"6PVLmi72cJofH9z84Uy59m",0.542,0.491,2,0.8258,1,0.0294,0.486,0.934,0.0841,0.537,0.4394,0.0978,4,0.0919,7,0,0
"Get Together",1053,"7CQXyFX44CXmnuq8Bi9Dyc",0.542,0.492,2,0.6623,1,0.0256,0.467,0.001,0.0863,0.58,0.4741,0.1545,4,0.2265,11,1,0
"Up On The Roof",204,"2806jBTs12WAfzFImSxJzL",0.584,0.489,8,0.7861,1,0.0277,0.755,0,0.133,0.777,0.5607,0.0771,4,0.1153,7,1,0
"Fever",265,"1DF9XPespiTUJKh5MRRStG",0.506,0.547,0,0.7815,0,0.0527,0.595,0,0.099,0.744,0.4546,0.0835,4,0.2361,8,0,0
"Shake Me, Wake Me (When It's Over)",272,"2PUkN5yn30Zqyte21DamYO",0.538,0.614,6,0.7637,0,0.0452,0.183,0,0.0962,0.711,0.5993,0.0808,4,0.0871,12,1,0
"The Three Faces Of Balal - Rudy Van Gelder Remaster",44,"2Wkep2KpiVHNX09YHJtMfe",0.62,0.199,7,0.5113,0,0.116,0.986,0.825,0.125,0.603,0.4727,0.0668,4,0.0983,8,0,0
"Sock It To Me-Baby!",1262,"4xbEZAkHlMF66O11IRHTzB",0.65,0.712,2,0.7448,0,0.0661,0.586,0,0.628,0.845,0.6668,0.0964,4,0.1602,10,1,0
"Who Knows Where The Time Goes?",1416,"3t5C5qQI3wqJasYIKOJEB7",0.51,0.194,4,0.5778,1,0.0315,0.686,0.318,0.113,0.434,0.6651,0.1711,4,0.3069,12,0,0
"Els Vells Amants",35,"5SYR4FOP0kOEi6uhJoN9Wu",0.406,0.229,2,0.7235,1,0.0327,0.951,0,0.104,0.391,0.7594,0.1154,4,0.1337,11,0,0
"Gimme Gimme Good Lovin'",1418,"20uuYKrBuh81J8T9fkm2sC",0.846,0.346,2,0.6221,1,0.0541,0.235,0.0038,0.113,0.746,0.6331,0.0577,4,0.125,8,1,0
"White Room",351,"3Xls4cNOwy01dtrNXb1inG",0.553,0.576,0,0.6293,1,0.0304,0.191,0.0066,0.0365,0.457,0.5052,0.1663,4,0.3179,12,1,0
"My Girl",665,"745H5CctFr12Mo7cqa1BMH",0.572,0.418,0,0.6879,1,0.0349,0.635,0,0.0961,0.694,0.481,0.0833,4,0.1173,6,1,0
"Barefootin'",1421,"0VwK5pLjwFPy8FSEC1htp9",0.734,0.477,6,0.6861,1,0.0485,0.409,7e-04,0.0768,0.939,0.6679,0.0785,4,0.0935,10,1,0
"We Can Fly",892,"4mf07kgBgBt4nChjn5M9SE",0.375,0.562,5,0.7106,1,0.0409,0.494,0,0.26,0.671,0.6617,0.0648,4,0.1477,9,1,0
"How Can I Be Sure",866,"4NnhLA66RRLXxKbiiscU9R",0.231,0.455,2,0.7456,1,0.0296,0.841,0,0.0823,0.391,0.7668,0.0896,3,0.083,8,1,0
"(I'm Not Your) Steppin' Stone",217,"7dvtNWoHd3ioEBmIl0s3In",0.537,0.677,5,0.8237,1,0.0301,0.0151,2e-04,0.0981,0.324,0.6048,0.0718,4,0.1992,7,1,0
"One More Headache",398,"5uPWILEXkNy1D0MJzi9ByM",0.703,0.437,2,0.6902,0,0.0462,0.237,0,0.589,0.932,0.4745,0.1168,4,0.1584,9,0,0
"Total",43,"5VdcjM8xkxBZHcxgu5UhyC",0.512,0.207,0,0.6745,1,0.0349,0.775,0.0015,0.0907,0.525,0.52,0.0851,4,0.1005,8,0,0
"Feel It",588,"2j5AMkbTet4BvTWhKrPOta",0.419,0.8,11,0.7945,1,0.0496,0.53,0,0.826,0.57,0.4849,0.0894,4,0.1518,9,1,0
"With A Girl Like You",601,"3VGBUfN2EOVHJ4Y92yIh2f",0.65,0.68,7,0.681,1,0.0485,0.497,1e-04,0.186,0.604,0.524,0.0606,4,0.1238,6,1,0
"Mystery Train",398,"6QECt4RBTcK4oa8tiVdnpg",0.663,0.881,9,0.7348,1,0.0418,0.619,0.0013,0.481,0.841,0.5798,0.0773,4,0.0986,7,0,0
"Sinfonia No. 11 in G Minor, BWV 797 - Remastered",432,"1NoOQxpUg5ug0cQCpMYHEc",0.496,0.129,10,0.2684,1,0.049,0.995,0.918,0.151,0.341,0.5435,0.1204,4,0.1765,10,0,0
"Time Won't Let Me",1048,"7i4rIZqwNg4wtmYO6SDKru",0.438,0.425,11,0.4798,0,0.0307,0.35,0,0.48,0.841,0.6911,0.0937,4,0.3688,6,1,0
"Knock On Wood",211,"3YJx77Xx8JSwEoxqrkQO5c",0.864,0.346,4,0.6409,1,0.0365,0.277,0.0052,0.0514,0.964,0.4837,0.0988,4,0.2183,8,1,0
"Zig Zag Wanderer",139,"1F7euzYeo32NncoyEBo63v",0.428,0.843,9,0.7544,1,0.0747,0.058,0.0334,0.115,0.885,0.6613,0.0795,4,0.2164,7,0,0
"The good, the bad and the ugly - Il buono, il brutto, il cattivo - Escape on a horse - Fuga a cavallo",6,"7nCIiuD4xTBcr3pJx9WFH2",0.365,0.77,0,0.8436,1,0.0644,0.944,0.796,0.299,0.133,0.5878,0.0239,4,0.0702,3,0,0
"People Say",894,"27M1TykdEo1TQc00E6gi0f",0.587,0.361,0,0.6328,1,0.0518,0.381,0,0.206,0.868,0.5773,0.0783,4,0.1074,9,1,0
"How Insensitive (Insensatez)",7,"7yrhkmyTGnzkSdFECYMndM",0.356,0.13,4,0.471,0,0.0303,0.674,0.0776,0.135,0.225,0.4845,0.1042,4,0.1128,10,0,0
"If You Can Want",794,"0SmI8EB25nrjJO8oj05iKo",0.7,0.372,8,0.5802,0,0.0342,0.261,0,0.0541,0.962,0.5437,0.083,4,0.0582,8,1,0
